estado_declarante,id,institucionDependencia_nombre,institucionDependencia_siglas,particularSancionado_nombreRazonSocial,particularSancionado_objetoSocial,particularSancionado_tipoPersona,responsableSancion_nombres,responsableSancion_primerApellido,responsableSancion_segundoApellido,resolucion_sentido,resolucion_url,resolucion_fechaNotificacion,multa_moneda_clave,multa_moneda_valor,multa_monto,fechaCaptura,expediente,objetoContrato,autoridadSancionadora,tipoFalta,tipoSancion_1_clave,tipoSancion_1_valor,tipoSancion_2_clave,tipoSancion_2_valor,tipoSancion_2,tipoSancion_1,tipoSancion_1_descripcion,causaMotivoHechos,acto,inhabilitacion_plazo,inhabilitacion_fechaInicial,inhabilitacion_fechaFinal,observaciones,institucionDependencia_clave,documentos_1,documentos_1_id,documentos_1_titulo,documentos_1_tipo,documentos_1_descripcion,documentos_1_url,documentos_1_fecha,particularSancionado_domicilioMexico_pais_clave,particularSancionado_domicilioMexico_pais_valor,particularSancionado_domicilioMexico_entidadFederativa_clave,particularSancionado_domicilioMexico_entidadFederativa_valor,particularSancionado_domicilioMexico_municipio_clave,particularSancionado_domicilioMexico_municipio_valor,particularSancionado_domicilioMexico_localidad_clave,particularSancionado_domicilioMexico_localidad_valor,particularSancionado_domicilioMexico_vialidad_clave,particularSancionado_domicilioMexico_vialidad_valor,particularSancionado_domicilioMexico_codigoPostal,__v
sfp,006370003/2022,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,ISSSTE,"REISCO OPERADORA DE SERVICIOS, S.A. DE C.V.",SERVICIO INTEGRAL DE LIMPIEZA,Dato no proporcionado,RA�L ARMANDO MORALES FLORES,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,1267350.0,2022-08-15,006370003/2022,Dato no proporcionado,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,PRESENTANCI�N DE INFORMACI�N FALSA EN PROCEDIMIENTO LICITATORIO,Dato no proporcionado,Dato no proporcionado,2022-08-16,2025-02-16,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,122230002/2021,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,INER,RIVINCITA SA DE CV,Dato no proporcionado,Dato no proporcionado,ALEJANDRO CORONEL FLORES,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,120900.0,2022-07-26,122230002/2021,Dato no proporcionado,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,POR CAUSAS IMPUTABLES A LA EMPRESA NO FORMALIZ� LOS PEDIDOS QUE LE FUERON ASIGNADOS DERIVADO DEL FALLO1502,Dato no proporcionado,Dato no proporcionado,2022-07-27,2023-07-27,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,006370004/2022,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,ISSSTE,"GRUPO PROMEDICA DE MORELOS, S.A. DE C.V.","LA INVESTIGACI�N, INNOVACI�N Y DESARROLLO EN TECNOLOG�A M�DICA CIENT�FICA Y DE LABORATORIO IMPLEMENTANDO ENTRE OTROS LA MECATR�NICA, ROB�TICA, AUTOMATIZACI�N, ELECTR�NICA, ENERGIAS ALTERNATRIVAS Y BIOTECNOLOG�A, AS� COMO CUALQUIER TECNOLOG�A EMERGENTE.",Dato no proporcionado,RA�L ARMANDO MORALES FLORES,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,1954800.0,2022-08-09,006370004/2022,Dato no proporcionado,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,"INCUMPLI� CON LA OBLIGACIONES DEL CONTRATO 2000001 IM, AL INOBSERVAR EL REQUERIMIENTO DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO, FORMULADO MEDIANTE ORDEN DE SUMINISTRO JSAMF/JD/OS/200010IM/2020/001 Y OMITIO FORMALIZAREL CONVENIO MODIFICATORIO IM 2000001, EL CUAL TENIA EL FIN DE MODIFICAR EL LUGAR DE ENTREGA DE LOS BIENES.",Dato no proporcionado,Dato no proporcionado,2022-08-03,2026-05-03,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,090850001/2022,AEROPUERTOS Y SERVICIOS AUXILIARES,ASA,CHRISTIAN JOS� REND�N ARENAS,ALIMENTOS,Dato no proporcionado,RICARDO REMBRANDT ROMERO ORTIZ,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,121632.0,2022-08-18,090850001/2022,Dato no proporcionado,AEROPUERTOS Y SERVICIOS AUXILIARES,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,"MANIFEST� BAJO PROTESTA DE DECIR VERDAD NO ENCONTRARSE EN ALGUNO DE LOS SUPUESTOS ESTABLECIDOS EN LOS ART�CULOS 50 Y 60 PEN�LTIMO P�RRAFO DE LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR P�BLICO",Dato no proporcionado,Dato no proporcionado,2022-08-19,2022-11-19,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,000270048/2021,SECRETARIA DE LA FUNCI�N P�BLICA,SFP,"SOLUCIONES EN DOM�TICA  E INFORMATICA ADMINISTRATIVA, S.A. DE C.V.",Dato no proporcionado,Dato no proporcionado,MAR�A GUADALUPE VARGAS �LVAREZ,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,27782.2,2022-08-19,000270048/2021,Dato no proporcionado,SECRETARIA DE LA FUNCI�N P�BLICA,Dato no proporcionado,M,MULTA,0,0,0.0,0.0,0,NO FORMALIZACI�N DE CONTRATO,Dato no proporcionado,Dato no proporcionado,-,-,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,000270017/2020,SECRETARIA DE LA FUNCI�N P�BLICA,SFP,"FIREKY, S.A. DE C.V.",Dato no proporcionado,Dato no proporcionado,MAR�A GUADALUPE VARGAS �LVAREZ,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,585047.5,2022-07-20,000270017/2020,Dato no proporcionado,SECRETARIA DE LA FUNCI�N P�BLICA,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,"PROPORCIONAR INFORMACI�N FALSA EN UN PROCEDIMIENTO DE CONTRATACI�N, CONCRETAMENTE EN LA LICITACI�N P�BLICA NACIONAL ELECTR�NICA N�MERO LA-017000999-E529-2017.",Dato no proporcionado,Dato no proporcionado,2022-07-21,2023-10-21,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,006410013/2021,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,"QUIR�RGICA ORTOP�DICA, S.A. DE C.V.",Dato no proporcionado,Dato no proporcionado,LIC. GUSTAVO AGUIRRE LONA,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,1053085.5,2022-07-21,006410013/2021,Dato no proporcionado,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,LA EMPRESA PROPORCION� INFORMACI�N FALSA,Dato no proporcionado,Dato no proporcionado,2022-07-22,2024-10-22,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,111350001/2021,COMISION DE OPERACI�N Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL IPN,COFAA,"INDUSTRIAL TELETERNIK, S.A. DE C.V.",MANUFACTURACI�N,Dato no proporcionado,HUMBERTO GUILLERMO MAYA GARC�A,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,49972.0,2022-07-15,111350001/2021,Dato no proporcionado,COMISION DE OPERACI�N Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL IPN,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,INCUMPLIMIENTO EN LA ENTREGA DE LOS BIENES CONTRATADOS,Dato no proporcionado,Dato no proporcionado,2022-07-13,2022-10-13,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,006370002/2022,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,ISSSTE,"RAPAX, S.A. DE C.V.",SERVICIO INTEGRAL DE LIMPIEZA,Dato no proporcionado,RA�L ARMANDO MORALES FLORES,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,1267350.0,2022-08-15,006370002/2022,Dato no proporcionado,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,PRESENTANCI�N DE INFORMACI�N FALSA EN PROCEDIMIENTO LICITATORIO,Dato no proporcionado,Dato no proporcionado,2022-08-16,2025-02-16,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,006410050/2021,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,"CYD GRUPO CORT�S, S.A. DE C.V.",Dato no proporcionado,Dato no proporcionado,LIC. GUSTAVO AGUIRRE LONA,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA CON MULTA E INHABILITACI�N,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,134664.0,2022-08-17,006410050/2021,Dato no proporcionado,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,LA EMPRESA PROPORCION� INFORMACI�N FALSA   <br>CONTRATO NO. S1M0003,Dato no proporcionado,Dato no proporcionado,2022-08-18,2024-02-18,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
sfp,091200005/2021,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,CAPUFE,MOVI CONSTRUCCIONES,"CONSTRUCCIONES DE OBRAS CIVILES, URBANAS Y PARA PLANTAS DE INDUSTRIALES, CARRETERAS, TERRACER�AS, DISE�O Y CONSTRUCCIONES DE OBRAS CIVILES, DE INFRAESTRUCTURA DE OBRA CIVILES, ESTRUCTURAS DE OBRAS DE ELECTROMEC�NICA DE PLANTAS INDUSTRIALES.",Dato no proporcionado,FABIOLA BELLO DURAN,Dato no proporcionado,Dato no proporcionado,SANCIONATORIA,Dato no proporcionado,Dato no proporcionado,MXN,Dato no proporcionado,132057.52,2022-08-15,091200005/2021,Dato no proporcionado,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Dato no proporcionado,M,MULTA,I,INHABILITACIÓN,0.0,0.0,0,"EL 17 DE JUNIO DE 2020 LA EMPRESA MOVI CONSTRUCCIONES, S.A. DE C.V., DEBIO FORMALIZAR EL CONTRATO DE OBRA 4500029770 PUES A TRAV�S DEL FALLO DE 5 DE JUNIO SE ADJUDIC� EL CONTRATO RESPECTIVO.",Dato no proporcionado,Dato no proporcionado,2022-08-16,2022-11-16,Dato no proporcionado,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
